sample,dataset,fastq_1,fastq_2
Hofer028,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample028_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample028_Run1_R2.fastq.gz
Hofer028,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample028_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample028_Run2_R2.fastq.gz
Hofer028,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample028_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample028_Run3_R2.fastq.gz
Hofer029,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample029_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample029_Run1_R2.fastq.gz
Hofer029,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample029_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample029_Run2_R2.fastq.gz
Hofer029,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample029_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample029_Run3_R2.fastq.gz
Hofer030,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample030_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample030_Run1_R2.fastq.gz
Hofer030,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample030_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample030_Run2_R2.fastq.gz
Hofer030,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample030_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample030_Run3_R2.fastq.gz
Hofer031,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample031_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample031_Run1_R2.fastq.gz
Hofer031,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample031_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample031_Run2_R2.fastq.gz
Hofer031,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample031_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample031_Run3_R2.fastq.gz
Hofer032,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample032_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample032_Run1_R2.fastq.gz
Hofer032,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample032_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample032_Run2_R2.fastq.gz
Hofer032,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample032_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample032_Run3_R2.fastq.gz
Hofer033,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample033_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample033_Run1_R2.fastq.gz
Hofer033,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample033_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample033_Run2_R2.fastq.gz
Hofer033,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample033_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample033_Run3_R2.fastq.gz
Hofer034,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample034_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample034_Run1_R2.fastq.gz
Hofer034,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample034_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample034_Run2_R2.fastq.gz
Hofer034,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample034_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample034_Run3_R2.fastq.gz
Hofer035,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample035_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample035_Run1_R2.fastq.gz
Hofer035,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample035_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample035_Run2_R2.fastq.gz
Hofer035,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample035_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample035_Run3_R2.fastq.gz
Hofer036,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample036_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample036_Run1_R2.fastq.gz
Hofer036,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample036_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample036_Run2_R2.fastq.gz
Hofer036,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample036_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample036_Run3_R2.fastq.gz
Hofer037,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample037_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample037_Run1_R2.fastq.gz
Hofer037,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample037_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample037_Run2_R2.fastq.gz
Hofer037,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample037_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample037_Run3_R2.fastq.gz
Hofer038,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample038_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample038_Run1_R2.fastq.gz
Hofer038,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample038_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample038_Run2_R2.fastq.gz
Hofer038,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample038_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample038_Run3_R2.fastq.gz
Hofer039,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample039_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample039_Run1_R2.fastq.gz
Hofer039,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample039_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample039_Run2_R2.fastq.gz
Hofer039,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample039_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample039_Run3_R2.fastq.gz
Hofer040,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample040_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample040_Run1_R2.fastq.gz
Hofer040,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample040_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample040_Run2_R2.fastq.gz
Hofer040,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample040_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample040_Run3_R2.fastq.gz
Hofer041,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample041_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample041_Run1_R2.fastq.gz
Hofer041,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample041_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample041_Run2_R2.fastq.gz
Hofer041,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample041_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample041_Run3_R2.fastq.gz
Hofer042,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample042_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample042_Run1_R2.fastq.gz
Hofer042,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample042_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample042_Run2_R2.fastq.gz
Hofer042,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample042_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample042_Run3_R2.fastq.gz
Hofer043,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample043_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample043_Run1_R2.fastq.gz
Hofer043,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample043_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample043_Run2_R2.fastq.gz
Hofer043,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample043_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample043_Run3_R2.fastq.gz
Hofer044,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample044_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample044_Run1_R2.fastq.gz
Hofer044,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample044_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample044_Run2_R2.fastq.gz
Hofer044,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample044_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample044_Run3_R2.fastq.gz
Hofer045,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample045_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample045_Run1_R2.fastq.gz
Hofer045,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample045_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample045_Run2_R2.fastq.gz
Hofer045,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample045_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample045_Run3_R2.fastq.gz
Hofer046,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample046_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample046_Run1_R2.fastq.gz
Hofer046,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample046_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample046_Run2_R2.fastq.gz
Hofer046,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample046_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample046_Run3_R2.fastq.gz
Hofer047,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample047_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample047_Run1_R2.fastq.gz
Hofer047,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample047_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample047_Run2_R2.fastq.gz
Hofer047,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample047_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample047_Run3_R2.fastq.gz
Hofer048,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample048_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample048_Run1_R2.fastq.gz
Hofer048,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample048_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample048_Run2_R2.fastq.gz
Hofer048,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample048_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample048_Run3_R2.fastq.gz
Hofer049,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample049_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample049_Run1_R2.fastq.gz
Hofer049,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample049_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample049_Run2_R2.fastq.gz
Hofer049,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample049_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample049_Run3_R2.fastq.gz
Hofer050,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample050_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample050_Run1_R2.fastq.gz
Hofer050,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample050_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample050_Run2_R2.fastq.gz
Hofer050,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample050_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample050_Run3_R2.fastq.gz
Hofer051,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample051_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample051_Run1_R2.fastq.gz
Hofer051,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample051_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample051_Run2_R2.fastq.gz
Hofer051,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample051_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample051_Run3_R2.fastq.gz
Hofer052,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample052_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample052_Run1_R2.fastq.gz
Hofer052,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample052_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample052_Run2_R2.fastq.gz
Hofer052,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample052_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample052_Run3_R2.fastq.gz
Hofer053,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample053_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample053_Run1_R2.fastq.gz
Hofer053,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample053_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample053_Run2_R2.fastq.gz
Hofer053,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample053_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample053_Run3_R2.fastq.gz
Hofer054,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample054_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample054_Run1_R2.fastq.gz
Hofer054,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample054_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample054_Run2_R2.fastq.gz
Hofer054,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample054_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample054_Run3_R2.fastq.gz
Hofer055,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample055_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample055_Run1_R2.fastq.gz
Hofer055,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample055_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample055_Run2_R2.fastq.gz
Hofer055,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample055_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample055_Run3_R2.fastq.gz
Hofer056,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample056_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample056_Run1_R2.fastq.gz
Hofer056,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample056_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample056_Run2_R2.fastq.gz
Hofer056,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample056_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample056_Run3_R2.fastq.gz
Hofer057,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample057_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample057_Run1_R2.fastq.gz
Hofer057,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample057_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample057_Run2_R2.fastq.gz
Hofer057,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample057_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample057_Run3_R2.fastq.gz
Hofer058,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample058_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample058_Run1_R2.fastq.gz
Hofer058,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample058_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample058_Run2_R2.fastq.gz
Hofer058,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample058_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample058_Run3_R2.fastq.gz
Hofer059,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample059_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample059_Run1_R2.fastq.gz
Hofer059,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample059_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample059_Run2_R2.fastq.gz
Hofer059,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample059_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample059_Run3_R2.fastq.gz
Hofer060,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample060_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample060_Run1_R2.fastq.gz
Hofer060,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample060_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample060_Run2_R2.fastq.gz
Hofer060,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample060_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample060_Run3_R2.fastq.gz
Hofer061,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample061_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample061_Run1_R2.fastq.gz
Hofer061,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample061_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample061_Run2_R2.fastq.gz
Hofer061,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample061_Run4_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample061_Run4_R2.fastq.gz
Hofer062,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample062_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample062_Run1_R2.fastq.gz
Hofer062,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample062_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample062_Run2_R2.fastq.gz
Hofer062,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample062_Run4_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample062_Run4_R2.fastq.gz
Hofer063,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample063_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample063_Run1_R2.fastq.gz
Hofer063,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample063_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample063_Run2_R2.fastq.gz
Hofer063,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample063_Run4_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample063_Run4_R2.fastq.gz
Hofer064,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample064_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample064_Run1_R2.fastq.gz
Hofer064,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample064_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample064_Run2_R2.fastq.gz
Hofer064,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample064_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample064_Run3_R2.fastq.gz
Hofer065,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample065_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample065_Run1_R2.fastq.gz
Hofer065,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample065_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample065_Run2_R2.fastq.gz
Hofer065,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample065_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample065_Run3_R2.fastq.gz
Hofer066,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample066_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample066_Run1_R2.fastq.gz
Hofer066,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample066_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample066_Run2_R2.fastq.gz
Hofer066,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample066_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample066_Run3_R2.fastq.gz
Hofer067,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample067_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample067_Run1_R2.fastq.gz
Hofer067,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample067_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample067_Run2_R2.fastq.gz
Hofer067,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample067_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample067_Run3_R2.fastq.gz
Hofer068,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample068_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample068_Run1_R2.fastq.gz
Hofer068,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample068_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample068_Run2_R2.fastq.gz
Hofer068,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample068_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample068_Run3_R2.fastq.gz
Hofer069,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample069_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample069_Run1_R2.fastq.gz
Hofer069,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample069_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample069_Run2_R2.fastq.gz
Hofer069,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample069_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample069_Run3_R2.fastq.gz
Hofer070,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample070_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample070_Run1_R2.fastq.gz
Hofer070,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample070_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample070_Run2_R2.fastq.gz
Hofer070,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample070_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample070_Run3_R2.fastq.gz
Hofer071,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample071_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample071_Run1_R2.fastq.gz
Hofer071,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample071_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample071_Run2_R2.fastq.gz
Hofer071,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample071_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample071_Run3_R2.fastq.gz
Hofer072,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample072_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample072_Run1_R2.fastq.gz
Hofer072,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample072_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample072_Run2_R2.fastq.gz
Hofer072,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample072_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample072_Run3_R2.fastq.gz
Hofer073,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample073_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample073_Run1_R2.fastq.gz
Hofer073,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample073_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample073_Run2_R2.fastq.gz
Hofer073,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample073_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample073_Run3_R2.fastq.gz
